id_commande,date_commande,client_id,ville_client,produit,categorie,quantite,prix_unitaire,note_satisfaction
CMD1381,2024-06-18,CL1027,,T-shirt,Haut,4.0,19.32,4.0
CMD1063,2024-08-14,CL1054,Kara,Veste,Haut,3.0,98.69,
CMD1382,2024-09-22,CL1148,Sokode,T-shirt,Haut,2.0,13.28,5.0
CMD1378,2024-09-30,CL1177,Sokode,Jean,Bas,5.0,50.72,5.0
CMD1230,2024-12-08,CL1134,Lome,Pull,Haut,4.0,32.22,2.0
CMD1297,2024-11-26,CL1196,Lome, Veste ,Haut,2.0,128.03,1.0
CMD1186,2024-10-17,CL1021,Dapaong,Pull,Haut,3.0,34.35,5.0
CMD1403,2024-07-06,CL1193,Dapaong,Jean,Bas,2.0,55.04,5.0
CMD1199,2024-03-29,CL1039,Lome,Sneakers,Chaussures,1.0,62.72,5.0
CMD1334,2024-04-06,CL1185,Tsevie,Chaussettes,Bas,1.0,9.72,5.0
CMD1121,2024-10-08,CL1116,Tsevie,sac a dos,Accessoire,4.0,47.29,1.0
CMD1454,2024-01-31,CL1182,Kara,Veste,Haut,2.0,107.68,3.0
CMD1419,2024-11-28,CL1013,Kpalime,Pull,Haut,3.0,32.51,3.0
CMD1307,2024-02-01,CL1030,Atakpame,T-shirt,Haut,3.0,15.4,
CMD1447,2024-02-09,CL1095,Lome,Pull,Haut,3.0,32.45,5.0
CMD1158,2024-04-30,CL1034,Lome,T-shirt,Haut,5.0,15.96,5.0
CMD1085,2024-04-21,CL1179,Sokode,Sneakers,Chaussures,1.0,80.52,5.0
CMD1225,12/03/2024,CL1114,Atakpame,Sneakers,Chaussures,5.0,47.87,5.0
CMD1262,2024-10-15,CL1007,Tsevie,Sneakers,Chaussures,3.0,57.84,1.0
CMD1331,2024-01-30,CL1105,Dapaong,Casquette,Accessoire,1.0,18.58,5.0
CMD1390,07/08/2024,CL1001,Kara,Chaussettes,Bas,2.0,7.77,4.0
CMD1076,2024-10-26,CL1195,Kara,Chaussettes,Bas,4.0,5.44,1.0
CMD1414,2024-08-07,CL1126,Lome,Pull,Haut,4.0,,3.0
CMD1365,2024-06-15,CL1003,Kpalime,T-shirt,Haut,1.0,197.55,4.0
CMD1087,2024-07-11,CL1183,Sokode,Jean,Bas,2.0,55.25,4.0
CMD1031,2024-05-22,CL1063,Kara,Veste,Haut,1.0,108.27,5.0
CMD1182,2024-10-14,CL1157,Dapaong,Jean,Bas,2.0,61.69,5.0
CMD1105,2024-09-01,CL1016,Lome,Pull,Haut,1.0,30.53,2.0
CMD1389,2024-11-18,CL1047,Dapaong,Chaussettes,Bas,2.0,11.71,3.0
CMD1049,2024-03-16,CL1032,Sokode,Sneakers,Chaussures,3.0,85.92,4.0
CMD1371,2024-08-08,CL1152,Kara,Chaussettes,Bas,3.0,10.63,
CMD1005,2024-05-30,CL1158,Lome,Sac a dos,Accessoire,4.0,62.17,
CMD1017,2024-05-14,CL1195,Aneho,Chaussettes,Bas,1.0,6.11,5.0
CMD1234,2024-12-16,CL1178,Tsevie,Pull,Haut,1.0,41.38,5.0
CMD1387,2024-06-24,CL1027,Lome,Jean,Bas,1.0,45.51,
CMD1106,2024-10-15,CL1021,Lome,Chaussettes,Bas,1.0,8.44,4.0
CMD1134,2024-10-29,CL1025,Lome,Sneakers,Chaussures,1.0,82.15,4.0
CMD1393,2024-06-27,CL1117,Sokode,Pull,Haut,4.0,42.91,4.0
CMD1226,2024-03-17,CL1186,Lome,T-shirt,Haut,1.0,23.78,5.0
CMD1214,2024-02-21,CL1197,Tsevie,Sneakers,Chaussures,2.0,56.62,5.0
CMD1190,2024-01-29,CL1052,,Casquette,Accessoire,4.0,10.45,1.0
CMD1429,2024-12-19,CL1168,Dapaong,Jean,Bas,2.0,43.69,1.0
CMD1320,2024-10-02,CL1135,Lome,Sneakers,Chaussures,3.0,94.02,4.0
CMD1282,2024-12-18,CL1006,Dapaong,Jean,Bas,2.0,69.3,
CMD1029,2024-01-28,CL1167,Tsevie,Pull,Haut,5.0,37.71,
CMD1169,2024-02-25,CL1128,Sokode,Jean,Bas,3.0,51.67,5.0
CMD1180,2024-10-22,CL1054,Lome,T-shirt,Haut,2.0,24.59,5.0
CMD1100,2024-10-01,CL1049,Lome,Casquette,Accessoire,2.0,12.31,3.0
CMD1197,2024-06-22,CL1085,Tsevie,Chaussettes,Bas,4.0,8.67,3.0
CMD1209,2024-10-25,CL1036,Lome,Chaussettes,Bas,1.0,6.99,
CMD1135,2024-03-14,CL1167,Lome,Sac a dos,Accessoire,5.0,35.98,4.0
CMD1459,2024-10-26,CL1039,Lome,Casquette,Accessoire,2.0,12.34,2.0
CMD1417,2024-01-01,CL1051,Kara,Jean,Bas,1.0,67.53,4.0
CMD1198,2024-04-09,CL1089,Sokode,Sneakers,Chaussures,1.0,50.73,4.0
CMD1166,2024-10-03,CL1044,,CASQUETTE,Accessoire,1.0,18.58,4.0
CMD1376,2024-07-28,CL1127,Tsevie,CASQUETTE,Accessoire,1.0,18.31,
CMD1136,2024-12-20,CL1166,Lome,Sneakers,Chaussures,2.0,50.61,4.0
CMD1285,2024-12-19,CL1105,Lome,T-shirt,Haut,4.0,17.73,3.0
CMD1335,2024-01-08,CL1048,Lome,Veste,Haut,3.0,103.15,3.0
CMD1131,2024-06-25,CL1141,Sokode,Sac a dos,Accessoire,5.0,81.92,4.0
CMD1039,2024-04-14,CL1183,Aneho,Chaussettes,Bas,3.0,9.6,
CMD1215,2024-03-19,CL1046,Kpalime,T-shirt,Haut,1.0,20.61,3.0
CMD1043,2024-12-26,CL1156,Tsevie,PULL,Haut,5.0,33.55,4.0
CMD1054,2024-04-26,CL1006,Lome,Veste,Haut,5.0,2002.3500000000001,3.0
CMD1463,2024-12-12,CL1066,Sokode,Veste,Haut,4.0,147.16,4.0
CMD1299,2024-07-22,CL1047,,Sneakers,Chaussures,1.0,115.04,5.0
CMD1460,2024-03-02,CL1091,Lome,Jean,Bas,5.0,40.75,5.0
CMD1304,2024-09-20,CL1022,Tsevie,Veste,Haut,4.0,75.79,4.0
CMD1035,2024-01-30,CL1188,Lome,Sac a dos,Accessoire,2.0,39.29,5.0
CMD1315,2024-07-21,CL1000,Atakpame,T-shirt,Haut,2.0,19.26,4.0
CMD1309,2024-04-23,CL1034,Kara,Jean,Bas,2.0,57.35,3.0
CMD1276,2024-11-15,CL1156,Tsevie,Sac a dos,Accessoire,2.0,75.86,
CMD1124,2024-03-08,CL1112,Lome,Sac a dos,Accessoire,2.0,75.6,4.0
CMD1142,2024-05-03,CL1149,Kpalime,Sneakers,Chaussures,4.0,58.13,5.0
CMD1110,2024-10-09,CL1040,Lome,Casquette,Accessoire,1.0,16.6,2.0
CMD1323,2024-12-04,CL1157,Lome,Veste,Haut,1.0,144.37,4.0
CMD1332,2024-05-10,CL1084,Kara,Chaussettes,Bas,1.0,8.9,3.0
CMD1425,2024-03-25,CL1089,Kpalime,Sneakers,Chaussures,1.0,50.13,5.0
CMD1107,2024-11-12,CL1198,Kpalime,Veste,Haut,4.0,70.66,3.0
CMD1438,2024-11-09,CL1014,Lome,Veste,Haut,4.0,67.76,5.0
CMD1012,2024-10-14,CL1067,Lome,Sac a dos,Accessoire,1.0,38.57,5.0
CMD1272,2024-01-25,CL1072,Sokode,Sac a dos,Accessoire,2.0,88.0,1.0
CMD1047,2024-03-07,CL1067,Lome,CHAUSSETTES,Bas,1.0,10.81,
CMD1203,2024-02-09,CL1023,Tsevie,Sac a dos,Accessoire,3.0,32.26,
CMD1433,2024-02-04,CL1067,Lome,Sneakers,Chaussures,1.0,,1.0
CMD1119,2024-09-08,CL1120,Kpalime,Sneakers,Chaussures,,119.77,2.0
CMD1021,2024-09-05,CL1194,Lome,Veste,Haut,1.0,139.02,2.0
CMD1083,2024-02-05,CL1010,Lome,T-shirt,Haut,3.0,25.0,
CMD1130,2024-10-27,CL1168,Atakpame,Casquette,Accessoire,2.0,18.21,5.0
CMD1469,2024-07-21,CL1007,Tsevie, Sac a dos ,Accessoire,4.0,33.04,5.0
CMD1329,2024-06-12,CL1104,Dapaong,T-shirt,Haut,4.0,24.64,4.0
CMD1229,2024-05-29,CL1000,Atakpame,T-shirt,Haut,2.0,20.22,4.0
CMD1283,2024-10-25,CL1043,Atakpame,Sac a dos,Accessoire,2.0,45.93,5.0
CMD1286,2024-09-22,CL1143,Atakpame,Sac a dos,Accessoire,1.0,82.37,3.0
CMD1123,2024-11-14,CL1160,Sokode,Sac a dos,Accessoire,2.0,54.79,5.0
CMD1033,24/07/2024,CL1042,Kara,Veste,Haut,5.0,74.97,1.0
CMD1461,2024-03-02,CL1040,Lome,Veste,Haut,5.0,100.67,2.0
CMD1004,2024-11-05,CL1011,Tsevie,Jean,Bas,3.0,48.3,4.0
CMD1411,2024-07-11,CL1019,Kpalime,Chaussettes,Bas,2.0,8.43,5.0
CMD1019,2024-09-28,CL1153,Sokode,Veste,Haut,1.0,73.76,1.0
CMD1219,2024-04-12,CL1035,,Casquette,Accessoire,4.0,17.78,5.0
CMD1379,2024-10-01,CL1163,Atakpame,Chaussettes,Bas,3.0,8.81,5.0
CMD1383,2024-12-13,CL1176,Kara,Veste,Haut,4.0,100.12,5.0
CMD1356,2024-05-03,CL1099,Lome,Chaussettes,Bas,2.0,11.5,5.0
CMD1149,2024-08-13,CL1148,Lome,Sneakers,Chaussures,1.0,92.12,1.0
CMD1224,2024-11-28,CL1037,Tsevie,T-shirt,Haut,1.0,16.14,4.0
CMD1247,2024-02-09,CL1035,Kara,Sneakers,Chaussures,3.0,95.93,5.0
CMD1430,2024-05-31,CL1013,Atakpame,Casquette,Accessoire,2.0,12.05,
CMD1151,2024-05-19,CL1065,Sokode,Veste,Haut,3.0,71.89,3.0
CMD1468,2024-06-18,CL1010,Tsevie,Sac a dos,Accessoire,1.0,78.56,2.0
CMD1317,2024-08-29,CL1073,,T-shirt,Haut,1.0,24.15,1.0
CMD1291,2024-03-15,CL1010,Tsevie,Chaussettes,Bas,4.0,11.27,4.0
CMD1233,2024-06-19,CL1011,Dapaong,Veste,Haut,1.0,125.96,3.0
CMD1010,2024-01-17,CL1102,Lome,Veste,Haut,1.0,121.62,4.0
CMD1279,2024-09-20,CL1083,Lome,Pull,Haut,5.0,49.12,3.0
CMD1071,2024-08-31,CL1066,Tsevie,Chaussettes,Bas,5.0,10.81,5.0
CMD1252,2024-05-28,CL1040,Sokode,Pull,Haut,1.0,45.04,4.0
CMD1092,2024-10-30,CL1082,Kara,Casquette,Accessoire,5.0,16.16,4.0
CMD1467,2024-02-03,CL1165,Lome,Casquette,Accessoire,1.0,19.17,3.0
CMD1349,2024-05-16,CL1020,Tsevie,Veste,Haut,2.0,77.27,4.0
CMD1415,2024-10-22,CL1144,Lome,CASQUETTE,Accessoire,2.0,13.23,3.0
CMD1374,2024-10-15,CL1151,Kara,Casquette,Accessoire,4.0,18.16,3.0
CMD1400,2024-08-15,CL1042,Atakpame,Chaussettes,Bas,4.0,9.79,5.0
CMD1192,2024-07-13,CL1180,Lome,T-shirt,Haut,4.0,18.47,5.0
CMD1257,2024-10-09,CL1150,Lome,Sac a dos,Accessoire,3.0,57.95,
CMD1470,2024-04-05,CL1071,Kara,Chaussettes,Bas,1.0,9.78,4.0
CMD1339,2024-07-08,CL1105,Aneho,Sac a dos,Accessoire,3.0,75.7,4.0
CMD1478,2024-10-30,CL1188,Lome,Chaussettes,Bas,1.0,112.2,4.0
CMD1195,2024-06-15,CL1158,Lome,Chaussettes,Bas,4.0,7.03,3.0
CMD1343,2024-10-06,CL1047,Lome,Sac a dos,Accessoire,3.0,57.65,5.0
CMD1137,2024-11-16,CL1138,Aneho,Jean,Bas,4.0,64.81,5.0
CMD1260,2024-10-09,CL1032,Lome,Casquette,Accessoire,2.0,18.46,4.0
CMD1038,2024-01-21,CL1020,Sokode,Veste,Haut,2.0,96.34,5.0
CMD1201,2024-02-04,CL1113,Lome,Pull,Haut,3.0,50.93,5.0
CMD1456,2024-09-15,CL1163,Sokode,Pull,Haut,1.0,38.75,3.0
CMD1290,2024-05-20,CL1031,Sokode,Sac a dos,Accessoire,3.0,49.02,4.0
CMD1448,2024-09-21,CL1102,Lome,Jean,Bas,1.0,52.57,1.0
CMD1189,2024-10-30,CL1134,Kpalime,Pull,Haut,2.0,37.9,5.0
CMD1251,2024-08-15,CL1174,Kara,Jean,Bas,1.0,39.75,2.0
CMD1112,2024-04-29,CL1160,Lome,Casquette,Accessoire,5.0,17.03,4.0
CMD1437,2024-08-11,CL1014,Lome,Pull,Haut,1.0,36.72,3.0
CMD1183,2024-05-19,CL1086,Lome,T-shirt,Haut,2.0,19.92,4.0
CMD1152,2024-06-22,CL1119,Atakpame,Sac a dos,Accessoire,2.0,88.04,2.0
CMD1312,2024-03-17,CL1083,Sokode,Jean,Bas,2.0,37.16,3.0
CMD1325,2024-04-29,CL1055,Kara,T-shirt,Haut,1.0,15.18,5.0
CMD1191,2024-05-28,CL1030,Dapaong,Casquette,Accessoire,1.0,19.45,4.0
CMD1044,2024-02-23,CL1067,Aneho,T-shirt,Haut,2.0,20.68,3.0
CMD1444,2024-12-11,CL1058,Tsevie,Sneakers,Chaussures,1.0,64.13,2.0
CMD1275,2024-05-27,CL1098,Kara,T-shirt,Haut,2.0,19.41,2.0
CMD1006,2024-04-26,CL1020,Lome,Pull,Haut,1.0,42.32,4.0
CMD1250,2024-05-26,CL1051,,Casquette,Accessoire,2.0,17.04,5.0
CMD1311,2024-09-27,CL1019,Sokode,Veste,Haut,1.0,128.57,4.0
CMD1075,2024-06-18,CL1119,Kara,Sneakers,Chaussures,1.0,97.98,5.0
CMD1000,2024-03-12,CL1173,Lome,Jean,Bas,2.0,35.88,2.0
CMD1428,2024-03-12,CL1070,Lome,Chaussettes,Bas,4.0,7.46,3.0
CMD1391,2024-10-01,CL1093,Sokode,Veste,Haut,1.0,78.52,3.0
CMD1383,2024-12-13,CL1176,Kara,Veste,Haut,4.0,100.12,5.0
CMD1432,2024-10-18,CL1093,Lome,T-shirt,Haut,3.0,24.83,4.0
CMD1068,2024-04-22,CL1178,Dapaong,T-shirt,Haut,1.0,23.6,3.0
CMD1167,2024-07-02,CL1150,Lome,Jean,Bas,1.0,58.14,3.0
CMD1392,2024-09-07,CL1163,Lome,Pull,Haut,1.0,30.91,5.0
CMD1218,2024-10-19,CL1118,Kara,Sac a dos,Accessoire,2.0,84.24,5.0
CMD1042,2024-06-27,CL1062,Lome,Jean,Bas,2.0,807.3,2.0
CMD1366,2024-10-13,CL1146,Atakpame,Casquette,Accessoire,1.0,14.14,3.0
CMD1345,2024-03-18,CL1055,Lome,T-shirt,Haut,2.0,17.36,1.0
CMD1072,2024-09-23,CL1160,Dapaong,Veste,Haut,2.0,135.59,5.0
CMD1023,2024-07-23,CL1166,Atakpame,Chaussettes,Bas,2.0,11.75,
CMD1398,2024-07-02,CL1124,Kpalime,Sneakers,Chaussures,5.0,68.59,1.0
CMD1185,2024-08-20,CL1040,Kara,T-shirt,Haut,2.0,13.19,4.0
CMD1348,2024-02-19,CL1038,Lome,Chaussettes,Bas,1.0,10.64,5.0
CMD1103,2024-12-23,CL1163,Sokode,Sneakers,Chaussures,1.0,65.57,3.0
CMD1407,2024-04-15,CL1145,Dapaong,Chaussettes,Bas,1.0,6.16,1.0
CMD1211,2024-12-09,CL1134,Tsevie,Chaussettes,Bas,3.0,9.5,
CMD1067,2024-05-04,CL1167,Sokode,Veste,Haut,4.0,124.65,3.0
CMD1025,2024-01-04,CL1181,Kpalime,T-shirt,Haut,2.0,19.65,2.0
CMD1196,2024-02-24,CL1111,Lome,Sac a dos,Accessoire,3.0,79.92,3.0
CMD1175,2024-04-26,CL1086,Kara,Jean,Bas,2.0,64.85,4.0
