id_commande,date_commande,client_id,ville_client,categorie_produit,nom_produit,quantite,prix_unitaire,remise_pourcentage,mode_paiement,canal_vente,delai_livraison_jours,note_satisfaction,statut_commande
103943,2024-03-08,2394,Lille,Vetements,Jean,1,54.48,30,PayPal,Site web,11.0,5.0,Livree
104682,2024-08-25,1239,Strasbourg,Maison,Lampe,4,49.5,10,CB,Application mobile,2.0,5.0,Livree
102011,2024-10-30,2425,Nantes,Sport,Halteres,2,72.37,20,CB,Application mobile,5.0,3.0,Livree
102657,2024-11-07,1297,Paris,Livres,Manuel scolaire,1,18.33,20,CB,Site web,14.0,3.0,Livree
103339,2024-10-25,2031,Nantes,Electronique,Casque audio,1,188.2,5,PayPal,Site web,11.0,4.0,Livree
103332,2025-08-03,1965,Bordeaux,Maison,Coussin,4,57.65,5,PayPal,Magasin,11.0,4.0,Livree
104267,2024-07-23,1847,Paris,Electronique,Enceinte bluetooth,1,263.63,30,PayPal,Site web,4.0,4.0,Livree
100463,2025-05-30,2170,Strasbourg,Beaute,Creme visage,1,16.75,10,PayPal,Application mobile,2.0,3.0,Livree
101253,2025-03-12,2011,Lille,Maison,Set de cuisine,1,31.39,0,PayPal,Site web,1.0,1.0,Livree
101790,2025-05-10,2436,Toulouse,Maison,Tapis,2,29.88,0,PayPal,Magasin,14.0,4.0,Livree
104611,2024-07-30,1388,Lille,Maison,Coussin,2,30.39,0,Virement,Application mobile,10.0,2.0,Annulee
102939,2024-05-05,2379,Paris,Vetements,Baskets,2,22.86,5,Especes,Application mobile,7.0,2.0,Livree
102638,2024-12-01,1903,Bordeaux,Maison,Lampe,1,37.77,20,PayPal,Site web,8.0,4.0,Livree
102775,2024-03-10,1217,Marseille,Sport,Velo,1,62.87,5,CB,Application mobile,1.0,5.0,Livree
100246,2025-08-13,1758,Strasbourg,Vetements,T-shirt,1,57.34,5,CB,Application mobile,14.0,,Annulee
102656,2024-10-25,1988,Marseille,Sport,Tapis de yoga,2,87.92,15,PayPal,Application mobile,11.0,3.0,Livree
101182,2024-02-04,1289,Strasbourg,Livres,Roman,4,19.66,5,CB,Application mobile,14.0,5.0,Retournee
100138,2025-11-02,2469,Lille,Sport,Ballon,2,34.49,0,PayPal,Site web,6.0,2.0,Livree
102058,2024-08-18,1772,Lille,Electronique,Tablette,3,342.28,10,PayPal,Site web,14.0,4.0,Livree
100920,2025-01-24,1011,Paris,Vetements,T-shirt,2,44.11,10,CB,Application mobile,6.0,4.0,Annulee
104535,2025-07-09,1682,Paris,Vetements,T-shirt,1,42.8,0,CB,Magasin,13.0,4.0,Livree
100929,2024-09-18,1272,Lyon,Maison,Set de cuisine,4,50.74,10,PayPal,Site web,2.0,5.0,Livree
102852,2024-01-13,2092,Strasbourg,Sport,Halteres,1,48.83,30,PayPal,Site web,11.0,2.0,Annulee
100125,2025-01-06,2386,Nantes,Electronique,Tablette,5,260.03,10,Especes,Site web,5.0,5.0,Livree
104500,2024-05-01,1398,Lille,Maison,Coussin,4,60.25,0,CB,Site web,10.0,4.0,Livree
104225,2025-03-17,1637,Bordeaux,Maison,Lampe,2,56.02,0,Virement,Application mobile,2.0,3.0,Livree
102115,2024-12-17,1997,Strasbourg,Maison,Lampe,3,37.68,0,CB,Site web,13.0,5.0,Livree
103012,2024-03-30,1148,Marseille,Sport,Tapis de yoga,5,19.8,30,CB,Site web,7.0,3.0,Annulee
102323,2025-04-12,1154,Strasbourg,Livres,Essai,1,16.06,0,Virement,Application mobile,7.0,4.0,Livree
101902,2025-12-05,1488,Toulouse,Beaute,Serum,3,22.47,0,Virement,Site web,7.0,5.0,Retournee
100960,2025-02-06,1512,Toulouse,Livres,Essai,2,16.08,0,CB,Site web,10.0,4.0,Livree
101228,2025-01-11,2173,Lyon,Electronique,Tablette,1,250.09,0,CB,Site web,13.0,4.0,En cours
102502,2024-06-01,1697,Lille,Beaute,Rouge a levres,5,30.06,5,PayPal,Application mobile,6.0,4.0,Livree
102433,2024-03-27,1488,Lyon,Beaute,Serum,2,30.11,5,CB,Site web,13.0,5.0,Livree
102878,2024-02-14,2407,Nantes,Electronique,Tablette,4,256.81,0,CB,Site web,12.0,3.0,Livree
104743,2025-03-27,2105,Bordeaux,Vetements,Jean,5,35.75,20,CB,Site web,12.0,1.0,Retournee
104807,2025-02-02,2379,Bordeaux,Electronique,Ordinateur portable,1,176.52,0,PayPal,Magasin,12.0,4.0,Livree
104785,2024-08-12,1965,Paris,Maison,Etagere,1,57.21,20,PayPal,Application mobile,9.0,5.0,Livree
102666,2024-02-14,2347,Nantes,Sport,Ballon,4,41.73,5,CB,Site web,6.0,4.0,Livree
101274,2024-10-21,1405,Lille,Maison,Tapis,1,25.96,30,PayPal,Site web,14.0,3.0,Livree
100737,2025-10-02,1382,Strasbourg,Maison,Etagere,1,,0,Virement,Site web,6.0,1.0,Livree
103583,2024-10-16,1657,Paris,Beaute,Creme visage,1,16.63,10,CB,Application mobile,12.0,5.0,Livree
103914,2025-10-18,1048,Paris,Electronique,Ordinateur portable,1,244.39,5,CB,Magasin,13.0,5.0,Livree
100232,2024-04-03,2420,Paris,Beaute,Serum,4,5.11,20,PayPal,Magasin,7.0,3.0,Livree
102584,2024-10-02,2176,Paris,Vetements,T-shirt,1,55.42,15,PayPal,Application mobile,7.0,2.0,Livree
102618,2025-07-18,1062,Toulouse,Electronique,Enceinte bluetooth,3,178.29,5,PayPal,Site web,8.0,4.0,Livree
104232,2024-11-04,2373,Marseille,Vetements,Robe,1,23.87,5,CB,Magasin,11.0,2.0,Livree
103893,2025-04-15,1031,Paris,Vetements,Veste,2,40.76,30,CB,Application mobile,10.0,3.0,Livree
102103,2025-05-28,1758,Bordeaux,Sport,Halteres,5,53.57,10,PayPal,Site web,4.0,,Annulee
100853,2025-06-05,1456,Nantes,Maison,Coussin,2,49.09,30,PayPal,Application mobile,6.0,1.0,Livree
104174,2025-02-19,1201,Lyon,Maison,Coussin,3,69.76,20,PayPal,Application mobile,11.0,3.0,Livree
104952,2024-03-16,1452,Bordeaux,Livres,Roman,1,9.0,20,Especes,Site web,14.0,5.0,Livree
101087,2025-08-02,1076,Toulouse,Vetements,Robe,3,48.22,20,CB,Site web,4.0,4.0,Livree
104299,2025-02-01,2407,Paris,Maison,Coussin,2,42.39,20,CB,Site web,6.0,2.0,Livree
101969,2024-02-28,1794,Lyon,Sport,Halteres,5,42.8,20,CB,Site web,9.0,5.0,Retournee
103107,2024-02-01,1371,Bordeaux,Electronique,Casque audio,3,357.44,5,CB,Site web,14.0,5.0,Livree
100288,2024-04-28,1677,Toulouse,Electronique,Enceinte bluetooth,4,219.65,0,CB,Magasin,12.0,2.0,Livree
103351,2024-03-16,2460,Bordeaux,Vetements,Veste,3,35.09,0,CB,Magasin,14.0,4.0,Livree
104220,2024-10-26,1814,Lille,Beaute,Rouge a levres,1,26.08,0,Virement,Site web,9.0,5.0,Livree
100781,2025-03-14,1900,Marseille,Sport,Velo,1,49.45,30,PayPal,Site web,5.0,5.0,Livree
102908,2025-06-25,2227,Toulouse,Sport,Ballon,4,73.71,20,CB,Application mobile,10.0,5.0,Retournee
100255,2025-10-17,1783,Bordeaux,Sport,Halteres,3,,0,CB,Site web,3.0,4.0,Retournee
104415,2025-11-17,1464,Toulouse,Beaute,Parfum,2,21.41,0,CB,Site web,,4.0,Livree
102674,2024-06-28,2091,Toulouse,Sport,Tapis de yoga,4,88.74,15,CB,Site web,5.0,4.0,Livree
104243,2025-12-21,2051,Marseille,Electronique,Casque audio,5,237.41,10,CB,Site web,9.0,4.0,Livree
104766,2025-12-09,2344,Bordeaux,Electronique,Ordinateur portable,4,232.83,15,CB,Application mobile,14.0,5.0,Livree
103167,2024-12-12,1816,Strasbourg,Vetements,Baskets,2,54.02,10,CB,Site web,9.0,4.0,Annulee
104157,2025-05-26,2383,Bordeaux,Sport,Montre connectee,1,49.5,15,CB,Site web,9.0,4.0,Livree
104506,2024-09-24,1048,Lille,Beaute,Rouge a levres,3,,0,Especes,Site web,11.0,,Annulee
103089,2025-10-10,2230,Lyon,Maison,Lampe,2,55.52,30,CB,Site web,9.0,1.0,Livree
102150,2025-07-04,1557,Lille,Vetements,Baskets,4,32.02,15,CB,Magasin,12.0,,Annulee
100490,2025-08-17,1309,Strasbourg,Sport,Tapis de yoga,1,89.92,20,Especes,Site web,4.0,5.0,Annulee
102125,2024-08-30,1348,Marseille,Maison,Set de cuisine,3,37.21,15,CB,Site web,1.0,5.0,Livree
104080,2024-11-29,2019,Toulouse,Vetements,T-shirt,1,50.34,0,CB,Site web,3.0,4.0,Livree
104381,2024-07-01,1210,Lille,Electronique,Casque audio,1,252.97,20,CB,Site web,13.0,4.0,Livree
104991,2025-06-06,1588,Lyon,Sport,Montre connectee,4,38.59,15,PayPal,Site web,5.0,5.0,Livree
103111,2025-01-29,2010,Nantes,Vetements,Veste,5,45.62,0,PayPal,Site web,2.0,4.0,Livree
100086,2025-04-09,1805,Paris,Maison,Lampe,2,35.87,0,CB,Application mobile,13.0,2.0,Livree
101965,2025-11-25,1894,Toulouse,Beaute,Serum,2,28.72,10,Virement,Site web,13.0,4.0,Livree
102439,2024-09-30,2409,Nantes,Vetements,T-shirt,5,50.73,0,CB,Magasin,11.0,5.0,Livree
104118,2025-01-24,1187,Strasbourg,Maison,Lampe,2,67.64,0,CB,Magasin,11.0,3.0,Livree
101651,2024-03-13,2319,Nantes,Vetements,T-shirt,5,42.31,20,PayPal,Application mobile,7.0,5.0,Livree
103059,2024-07-31,2416,Bordeaux,Sport,Tapis de yoga,2,72.39,20,CB,Application mobile,11.0,4.0,Livree
100037,2025-04-02,2095,Paris,Vetements,Baskets,2,31.33,30,CB,Application mobile,7.0,,Annulee
101233,2024-03-24,2410,Strasbourg,Maison,Coussin,1,49.52,30,CB,Magasin,10.0,,Annulee
103639,2024-02-25,1762,Lille,Vetements,Jean,3,43.66,20,Especes,Application mobile,13.0,4.0,Livree
104673,2025-05-07,2198,Paris,Sport,Velo,5,27.67,10,PayPal,Site web,13.0,3.0,Livree
103237,2024-10-23,2242,Lyon,Maison,Coussin,4,51.71,0,CB,Site web,12.0,3.0,Livree
104937,2025-06-17,1977,Lille,Maison,Lampe,4,41.51,0,CB,Site web,6.0,2.0,Livree
103408,2024-05-16,1854,Marseille,Maison,Tapis,2,48.52,20,PayPal,Site web,7.0,5.0,Retournee
102378,2024-08-02,2303,Lyon,Beaute,Creme visage,1,26.72,10,CB,Site web,14.0,4.0,En cours
103148,2024-07-29,1553,Lyon,Electronique,Enceinte bluetooth,2,255.08,0,Especes,Site web,7.0,2.0,Livree
104553,2025-06-30,2342,Lyon,Electronique,Ordinateur portable,3,308.44,5,CB,Site web,11.0,4.0,Livree
100818,2025-01-25,2207,Lyon,Livres,BD,1,25.87,0,CB,Magasin,4.0,5.0,Livree
101123,2025-04-01,1104,,Beaute,Creme visage,2,10.49,10,PayPal,Magasin,6.0,3.0,Livree
103140,2024-12-26,1687,Lille,Vetements,Jean,1,48.02,15,CB,Application mobile,1.0,,Retournee
101213,2024-11-26,1520,Paris,Maison,Coussin,4,29.47,0,Virement,Site web,7.0,5.0,Livree
103830,2024-10-15,1281,Marseille,Beaute,Creme visage,2,17.34,0,PayPal,Magasin,11.0,4.0,Livree
103607,2024-05-26,2284,Marseille,Livres,Manuel scolaire,2,17.12,0,PayPal,Site web,7.0,4.0,Annulee
102477,2024-08-22,1812,Marseille,Maison,Tapis,2,36.19,20,PayPal,Application mobile,11.0,3.0,Livree
103682,2025-11-19,2385,Bordeaux,Maison,Set de cuisine,1,38.97,0,CB,Site web,5.0,4.0,Livree
102663,2025-03-31,1475,Toulouse,Maison,Set de cuisine,2,53.64,0,CB,Application mobile,14.0,5.0,Livree
101196,2025-05-21,1597,Lyon,Sport,Tapis de yoga,5,39.5,0,Virement,Site web,3.0,4.0,Livree
101796,2024-05-15,1412,Bordeaux,Vetements,Jean,5,35.04,0,PayPal,Site web,14.0,5.0,Annulee
104480,2024-04-13,2221,Lyon,Livres,Manuel scolaire,5,20.1,15,CB,Application mobile,6.0,5.0,Livree
104445,2024-07-27,1111,Strasbourg,Beaute,Shampoing,4,,0,CB,Application mobile,1.0,5.0,Livree
100602,2025-07-30,1825,Lille,Maison,Coussin,2,31.3,15,CB,Application mobile,7.0,4.0,Livree
101925,2024-04-20,2355,Toulouse,Maison,Etagere,1,28.16,0,PayPal,Application mobile,6.0,5.0,Livree
100406,2025-04-25,1086,Nantes,Beaute,Creme visage,2,16.72,10,CB,Application mobile,4.0,1.0,Livree
104142,2025-11-24,2322,Strasbourg,Vetements,Robe,2,,5,Virement,Magasin,9.0,,Retournee
104742,2024-06-05,2324,Paris,Beaute,Rouge a levres,1,12.62,5,PayPal,Site web,5.0,5.0,En cours
104525,2024-08-05,1439,Toulouse,Sport,Ballon,2,83.09,15,CB,Site web,4.0,5.0,Retournee
103899,2025-11-29,1976,Strasbourg,Electronique,Smartphone,1,232.56,0,CB,Application mobile,2.0,4.0,Livree
101054,2024-12-02,2383,Nantes,Vetements,Robe,1,30.81,30,CB,Application mobile,1.0,5.0,Livree
103673,2025-03-11,2292,Bordeaux,Sport,Ballon,1,84.73,10,Especes,Application mobile,9.0,4.0,Livree
104323,2025-06-19,1019,Nantes,Beaute,Rouge a levres,1,22.61,10,CB,Magasin,4.0,1.0,Livree
104526,2025-09-26,1648,Strasbourg,Beaute,Parfum,1,33.73,5,PayPal,Application mobile,8.0,2.0,Livree
101482,2025-01-13,1198,Strasbourg,Beaute,Serum,1,17.78,30,Especes,Site web,12.0,3.0,Annulee
102458,2025-11-05,2490,Lille,Vetements,Veste,3,25.17,20,PayPal,Site web,13.0,3.0,Livree
100226,2024-05-22,1301,Nantes,Vetements,Jean,1,40.49,10,CB,Site web,5.0,5.0,Livree
103884,2025-10-16,2474,Paris,Electronique,Tablette,1,203.16,0,CB,Site web,8.0,5.0,Livree
102257,2025-06-15,2422,Lille,Vetements,Jean,3,28.91,0,CB,Site web,5.0,2.0,Livree
104560,2025-12-04,1761,Bordeaux,Maison,Etagere,1,49.33,0,CB,Application mobile,1.0,4.0,Retournee
100434,2024-08-03,1809,Lyon,Vetements,T-shirt,5,31.94,0,CB,Application mobile,14.0,1.0,En cours
100382,2024-03-27,1304,Toulouse,Maison,Coussin,4,32.84,10,Especes,Application mobile,6.0,4.0,Livree
101011,2025-02-07,2087,Bordeaux,Electronique,Tablette,1,212.76,0,Virement,Site web,5.0,4.0,Livree
102223,2025-02-04,1679,Nantes,Electronique,Enceinte bluetooth,1,384.28,15,Virement,Application mobile,4.0,,Livree
102053,2024-02-08,1568,Nantes,Maison,Coussin,1,52.1,0,CB,Site web,10.0,,En cours
101530,2024-12-26,1376,Lyon,Maison,Coussin,4,42.95,20,Virement,Site web,1.0,3.0,Livree
101103,2025-03-31,1708,Paris,Maison,Tapis,4,48.1,10,PayPal,Site web,13.0,4.0,Livree
102731,2024-06-06,1546,Nantes,Maison,Coussin,2,13.79,5,CB,Site web,4.0,3.0,Retournee
103638,2025-07-08,2275,Paris,Maison,Etagere,2,63.44,30,Especes,Application mobile,3.0,4.0,Livree
100325,2024-08-17,2490,Strasbourg,Maison,Set de cuisine,1,39.6,30,CB,Application mobile,6.0,5.0,En cours
103722,2024-09-10,1024,Strasbourg,Electronique,Smartphone,3,284.71,0,Virement,Application mobile,8.0,5.0,Livree
100812,2024-02-15,1035,Bordeaux,Sport,Velo,1,60.01,10,Virement,Application mobile,10.0,5.0,Livree
104757,2025-04-29,1904,Marseille,Sport,Velo,4,76.36,30,CB,Site web,9.0,4.0,Livree
104283,2025-07-19,1520,Strasbourg,Maison,Coussin,5,31.09,15,PayPal,Magasin,12.0,2.0,Livree
101300,2024-08-18,2026,Nantes,Sport,Montre connectee,2,79.21,20,CB,Site web,9.0,4.0,En cours
103028,2025-11-21,1323,Bordeaux,Sport,Velo,2,69.7,10,PayPal,Site web,10.0,2.0,Livree
103193,2024-04-15,1044,Marseille,Sport,Ballon,1,68.54,5,CB,Application mobile,7.0,5.0,Livree
101489,2024-10-30,1031,Toulouse,Electronique,Tablette,1,277.91,0,PayPal,Site web,10.0,4.0,En cours
103039,2025-04-17,1049,Marseille,Sport,Halteres,2,43.94,20,CB,Magasin,7.0,2.0,Retournee
102794,2025-10-05,2098,Bordeaux,Maison,Tapis,3,44.29,5,CB,Site web,6.0,5.0,Livree
100636,2024-02-15,1330,Paris,Electronique,Tablette,1,170.64,10,PayPal,Application mobile,8.0,3.0,Livree
103964,2024-01-17,1200,Marseille,Vetements,Robe,5,46.55,30,CB,Application mobile,11.0,4.0,Livree
104840,2024-04-22,1515,Paris,Vetements,Jean,3,31.49,0,CB,Magasin,5.0,5.0,En cours
100743,2025-10-01,2269,Marseille,Vetements,Veste,3,61.38,15,Especes,Site web,8.0,5.0,Livree
103271,2025-06-20,1556,Strasbourg,Vetements,Baskets,4,35.41,15,PayPal,Site web,10.0,4.0,Retournee
102777,2025-05-04,1394,Strasbourg,Electronique,Casque audio,1,257.38,0,Especes,Application mobile,9.0,,Annulee
103834,2025-05-26,2216,Lille,Vetements,Jean,1,22.42,20,PayPal,Magasin,1.0,4.0,Livree
103794,2024-01-11,1635,Toulouse,Electronique,Ordinateur portable,2,274.77,0,PayPal,Site web,11.0,3.0,Livree
100077,2025-10-16,2101,Nantes,Vetements,Jean,1,36.85,0,CB,Site web,12.0,5.0,Livree
103162,2024-07-05,1695,Strasbourg,Electronique,Casque audio,1,443.84,0,Especes,Magasin,12.0,5.0,Livree
102440,2024-02-23,1190,Bordeaux,Maison,Coussin,1,19.6,10,CB,Site web,6.0,4.0,Livree
100072,2025-06-20,1538,Lille,Vetements,Robe,1,34.58,30,CB,Site web,1.0,2.0,Livree
103704,2025-11-14,1001,Paris,Livres,Manuel scolaire,2,19.45,0,CB,Magasin,5.0,4.0,En cours
101567,2024-05-04,1356,Lyon,Livres,Essai,2,18.63,20,PayPal,Site web,14.0,4.0,Livree
102996,2024-04-07,1886,Bordeaux,Vetements,Jean,2,50.4,20,CB,Site web,5.0,4.0,Livree
101756,2024-06-02,1239,Strasbourg,Vetements,Veste,1,37.96,0,PayPal,Application mobile,8.0,,Livree
101993,2024-09-18,1865,Bordeaux,Livres,Essai,4,11.23,0,PayPal,Application mobile,8.0,4.0,Livree
103888,2025-01-08,1976,Strasbourg,Beaute,Serum,1,15.99,30,PayPal,Magasin,5.0,5.0,Livree
101229,2024-09-12,2068,Lille,Vetements,Baskets,2,40.2,0,Especes,Application mobile,7.0,,Annulee
100848,2024-06-29,1699,Marseille,Electronique,Casque audio,1,357.46,0,CB,Application mobile,6.0,3.0,Livree
104440,2024-05-21,2472,Lille,Vetements,Robe,2,28.8,0,Especes,Application mobile,11.0,4.0,En cours
102986,2024-03-03,2059,Bordeaux,Livres,Manuel scolaire,1,17.38,5,PayPal,Magasin,14.0,4.0,Retournee
103956,2024-11-05,1456,Paris,Vetements,Veste,4,30.61,10,CB,Site web,6.0,4.0,Livree
101686,2025-12-14,1623,Lyon,Electronique,Tablette,1,346.58,0,CB,Site web,14.0,5.0,Livree
100696,2025-07-31,2199,Paris,Sport,Tapis de yoga,2,45.08,20,CB,Site web,11.0,1.0,Livree
100954,2024-10-09,1523,Strasbourg,Maison,Set de cuisine,1,43.14,5,PayPal,Magasin,12.0,4.0,Livree
102724,2025-07-12,1649,Marseille,Maison,Lampe,3,34.04,10,CB,Application mobile,8.0,1.0,Livree
103932,2024-01-06,1541,Nantes,Vetements,Jean,3,31.35,20,CB,Magasin,13.0,2.0,Livree
103410,2025-04-22,1338,Nantes,Electronique,Tablette,1,333.68,5,Especes,Site web,9.0,1.0,Livree
104792,2024-11-27,1340,Lille,Livres,Roman,1,14.88,0,CB,Magasin,14.0,3.0,Livree
101312,2025-09-28,1196,Paris,Sport,Ballon,3,61.52,0,PayPal,Site web,2.0,5.0,Livree
101360,2025-06-16,1379,Lyon,Vetements,Baskets,1,48.64,30,CB,Site web,14.0,5.0,Livree
101303,2025-01-10,1792,Nantes,Vetements,T-shirt,3,13.72,0,Virement,Magasin,12.0,5.0,Livree
104686,2024-09-21,1229,Paris,Electronique,Ordinateur portable,5,144.6,0,Virement,Site web,9.0,4.0,Livree
100387,2024-05-09,1979,Bordeaux,Vetements,Jean,2,43.18,5,PayPal,Site web,1.0,5.0,Livree
100581,2024-06-10,1937,Bordeaux,Beaute,Parfum,2,13.94,30,CB,Application mobile,14.0,5.0,Livree
102902,2025-09-10,1485,Lille,Beaute,Parfum,1,25.72,0,CB,Site web,2.0,3.0,Livree
104420,2024-10-22,2108,Nantes,Electronique,Casque audio,1,168.41,0,CB,Application mobile,3.0,4.0,Livree
101120,2025-05-28,1953,Paris,Electronique,Casque audio,1,244.5,10,CB,Site web,4.0,5.0,Livree
102624,2025-12-30,1705,Marseille,Livres,Roman,5,12.73,0,Especes,Site web,12.0,3.0,En cours
100994,2024-12-02,2347,Paris,Sport,Tapis de yoga,1,64.56,0,CB,Application mobile,6.0,4.0,Livree
100618,2025-12-18,2387,Lyon,Electronique,Tablette,5,244.99,0,PayPal,Site web,2.0,4.0,Retournee
103817,2024-06-23,1115,Lille,Beaute,Rouge a levres,5,12.04,15,CB,Site web,13.0,3.0,Livree
104253,2024-08-31,1211,Nantes,Electronique,Ordinateur portable,2,211.44,0,PayPal,Magasin,2.0,2.0,Livree
104928,2024-10-16,1860,Lyon,Sport,Ballon,4,35.99,15,Virement,Application mobile,13.0,4.0,Livree
100566,2024-08-19,1283,Lille,Vetements,Jean,3,36.32,20,PayPal,Application mobile,2.0,5.0,Retournee
104601,2025-11-04,1853,Lille,Vetements,Veste,1,29.15,10,CB,Site web,5.0,4.0,Annulee
101708,2025-11-01,1406,Bordeaux,Beaute,Creme visage,4,24.53,15,PayPal,Site web,1.0,4.0,Retournee
101464,2025-05-07,1954,Bordeaux,Maison,Coussin,1,56.2,30,CB,Site web,13.0,4.0,Livree
101569,2025-09-16,1644,Nantes,Beaute,Shampoing,2,23.89,20,CB,Site web,14.0,2.0,Livree
103539,2024-03-02,1263,Toulouse,Livres,Roman,1,23.17,0,CB,Magasin,11.0,,Annulee
101545,2024-06-04,1291,Toulouse,Maison,Tapis,4,58.62,0,CB,Application mobile,14.0,4.0,Livree
104468,2025-05-27,2053,Paris,Maison,Set de cuisine,2,35.02,30,CB,Site web,3.0,5.0,Livree
103521,2025-11-13,1108,Lyon,Maison,Etagere,1,32.67,10,CB,Application mobile,1.0,4.0,Livree
100460,2024-03-31,1778,Paris,Vetements,Robe,4,41.62,0,CB,Site web,2.0,4.0,Livree
103792,2025-07-07,1980,Bordeaux,Vetements,T-shirt,4,23.03,10,PayPal,Magasin,4.0,5.0,Livree
102532,2025-09-04,2402,Nantes,Beaute,Parfum,1,12.26,0,CB,Magasin,12.0,1.0,Livree
100469,2025-11-19,2374,Lyon,Vetements,T-shirt,4,28.64,15,CB,Application mobile,7.0,4.0,Livree
103823,2025-01-12,1615,Nantes,Livres,Roman,4,26.63,5,PayPal,Application mobile,12.0,4.0,En cours
103357,2025-05-26,1375,Lille,Electronique,Tablette,1,201.43,0,CB,Site web,12.0,4.0,Livree
100751,2025-06-10,1839,Nantes,Maison,Coussin,2,58.34,0,Virement,Application mobile,12.0,4.0,Livree
102884,2024-06-11,1423,Nantes,Vetements,Veste,1,41.08,0,PayPal,Site web,13.0,,Livree
103365,2024-02-01,1013,Lyon,Vetements,Baskets,2,47.77,15,CB,Site web,5.0,2.0,En cours
104594,2024-08-11,2129,Toulouse,Beaute,Parfum,2,28.98,0,CB,Application mobile,10.0,5.0,Livree
101681,2025-02-16,2309,Toulouse,Electronique,Smartphone,2,338.57,30,CB,Application mobile,10.0,4.0,Retournee
104704,2025-06-19,1116,Lille,Sport,Velo,4,45.8,0,CB,Application mobile,3.0,4.0,Livree
102547,2024-04-23,2235,Paris,Electronique,Smartphone,2,221.21,0,PayPal,Site web,9.0,3.0,Livree
101704,2024-11-16,1760,Bordeaux,Sport,Ballon,2,68.74,5,CB,Magasin,12.0,5.0,En cours
100741,2024-03-20,2067,Strasbourg,Beaute,Parfum,1,10.57,15,Virement,Magasin,10.0,3.0,Livree
104645,2024-09-13,1507,Nantes,Livres,Essai,1,15.49,10,CB,Application mobile,13.0,4.0,Livree
103208,2025-01-23,2380,Lyon,Vetements,Veste,2,38.62,0,CB,Magasin,12.0,4.0,Livree
103615,2024-08-04,2267,Strasbourg,Electronique,Enceinte bluetooth,3,176.44,15,Virement,Site web,8.0,5.0,Livree
104132,2025-07-12,2174,Lille,Vetements,T-shirt,2,46.3,0,CB,Application mobile,2.0,3.0,Livree
101555,2025-05-08,1737,Strasbourg,Sport,Halteres,1,51.02,20,CB,Site web,4.0,2.0,Livree
104758,2025-06-16,2049,Paris,Electronique,Casque audio,2,286.49,10,CB,Magasin,3.0,4.0,Livree
100334,2025-10-20,1239,Paris,Electronique,Enceinte bluetooth,2,216.3,20,Especes,Magasin,4.0,5.0,Livree
103855,2025-03-17,1246,Strasbourg,Beaute,Shampoing,3,22.17,0,Virement,Site web,9.0,,Annulee
100575,2024-08-22,1852,Paris,Vetements,Robe,5,40.0,30,CB,Application mobile,12.0,5.0,Livree
102072,2025-10-03,2171,Bordeaux,Vetements,Jean,2,34.28,0,CB,Site web,9.0,5.0,Livree
103296,2025-10-07,1149,Lyon,Electronique,Ordinateur portable,1,231.64,0,CB,Application mobile,3.0,4.0,Livree
100899,2025-04-01,2348,Marseille,Maison,Etagere,1,43.93,5,Especes,Site web,8.0,3.0,Livree
102063,2025-05-07,1239,Marseille,Electronique,Tablette,1,196.88,30,CB,Application mobile,8.0,3.0,Livree
101655,2025-04-14,2499,Strasbourg,Maison,Set de cuisine,1,47.48,5,Virement,Site web,6.0,2.0,Livree
102582,2025-07-22,2282,Marseille,Maison,Lampe,5,43.26,5,CB,Magasin,14.0,3.0,Retournee
104888,2025-07-02,1967,Lille,Sport,Montre connectee,1,30.21,5,CB,Magasin,12.0,4.0,Retournee
103894,2025-09-02,2126,Bordeaux,Livres,Livre de cuisine,1,15.8,0,PayPal,Application mobile,10.0,4.0,Livree
101891,2024-01-24,2033,Nantes,Livres,BD,1,7.59,20,CB,Site web,7.0,2.0,Livree
104640,2024-09-28,1333,Bordeaux,Electronique,Ordinateur portable,1,184.17,30,CB,Magasin,2.0,,Annulee
102600,2024-02-09,2080,Nantes,Vetements,Baskets,2,23.71,5,CB,Magasin,7.0,4.0,Livree
103998,2024-10-12,1949,Paris,Livres,Manuel scolaire,1,27.01,0,PayPal,Application mobile,7.0,2.0,Livree
102998,2025-07-01,1051,Lyon,Livres,BD,1,14.48,0,Especes,Site web,1.0,,Annulee
103969,2024-04-29,2247,Paris,Electronique,Enceinte bluetooth,2,324.58,5,Especes,Site web,14.0,4.0,Livree
101332,2025-06-24,2126,Toulouse,Maison,Tapis,2,39.81,20,PayPal,Application mobile,8.0,3.0,Livree
100983,2025-04-26,1786,Lille,Livres,BD,1,16.22,10,PayPal,Magasin,,2.0,Livree
103216,2024-04-11,2372,Nantes,Vetements,Jean,1,46.6,20,Especes,Site web,10.0,4.0,En cours
103903,2024-04-23,1386,Bordeaux,Vetements,Jean,2,26.94,30,CB,Site web,4.0,5.0,Livree
103016,2024-07-18,1741,Strasbourg,Maison,Lampe,1,46.47,10,CB,Application mobile,7.0,3.0,Livree
100940,2024-03-25,1033,Bordeaux,Maison,Lampe,3,46.6,5,CB,Magasin,1.0,5.0,Livree
104589,2025-02-18,1316,Toulouse,Maison,Etagere,3,34.64,20,CB,Application mobile,3.0,5.0,Annulee
104115,2025-05-01,1866,Nantes,Vetements,T-shirt,1,35.47,15,CB,Application mobile,13.0,5.0,Livree
